"type","name","res_id","src","value "
"model","account.account,name",3406,"Bonavista e.s.(fco.garcia",
"model","account.account,name",5575,"Jaimez carlos cnes.y refo",
"model","account.account,name",3407,"Jaimez carlos cnes.y refo",
"model","account.account,name",5576,"Tokider, sl",
"model","account.account,name",3408,"Tokider, sl",
"model","account.account,name",5577,"Airtel movil, sa",
"model","account.account,name",3409,"Airtel movil, sa",
"model","account.account,name",5578,"Ecocat, sl",
"model","account.account,name",3410,"Ecocat, s.l.",
"model","account.account,name",5579,"Bansabadell leasing, sa 2",
"model","account.account,name",3411,"Bansabadell leasing, sa 2",
"model","account.account,name",5580,"Glasmarc de rios capdevil",
"model","account.account,name",3412,"Glasmarc de rios capdevil",
"model","account.account,name",5581,"Sereetron, s.l.",
"model","account.account,name",3413,"Sereetron, sl",
"model","account.account,name",5582,"Banco de sabadell, sa 807",
"model","account.account,name",3414,"Banco de sabadell, sa 807",
"model","account.account,name",5583,"Lustan promociones, sl",
"model","account.account,name",3415,"Lustan promociones, sl",
"model","account.account,name",5584,"Optica 2000, sl",
"model","account.account,name",3416,"Optica 2000, sl",
"model","account.account,name",5585,"Henkel adhesivos y tecnol",
"model","account.account,name",3417,"Henkel adhesivos y tecnol",
"model","account.account,name",5586,"Api, sl",
"model","account.account,name",3418,"Api, sl",
"model","account.account,name",5587,"Comercial cobra,s.l.",
"model","account.account,name",3419,"Comercial cobra, sl",
"model","account.account,name",5588,"L'estor (mªcruz pascual c",
"model","account.account,name",3420,"L'estor (mªcruz pascual c",
"model","account.account,name",5589,"Jaime sabater rodriguez",
"model","account.account,name",3421,"Jaime sabater rodriguez",
"model","account.account,name",5590,"Culligan españa, sa",
"model","account.account,name",3422,"Culligan españa, sa",
"model","account.account,name",5591,"Aceros urs, s.a.",
"model","account.account,name",3423,"Aceros urs, sa",
"model","account.account,name",5592,"Carreras martinez daniel",
"model","account.account,name",3424,"Carreras martinez daniel",
"model","account.account,name",5593,"Merefsa, sl",
"model","account.account,name",3425,"Merefsa, sl",
"model","account.account,name",5594,"Electro alta, sa",
"model","account.account,name",3426,"Electro alta, sa",
"model","account.account,name",5595,"Ciama busbar, sl",
"model","account.account,name",3427,"Ciama, sl",
"model","account.account,name",5596,"Contenidors vila vila, sl",
"model","account.account,name",3428,"Contenidors vila vila, sl",
"model","account.account,name",5597,"Trans(x)tar, sl",
"model","account.account,name",3429,"Trans(x)tar barcelona, sl",
"model","account.account,name",5598,"Gol s., sl",
"model","account.account,name",3430,"Gol s., sl",
"model","account.account,name",5599,"Wheelabrator-allevard esp",
"model","account.account,name",3431,"Wheelabrator allevard esp",
"model","account.account,name",5600,"Alcampo, sa",
"model","account.account,name",3432,"Alcampo, sa",
"model","account.account,name",5601,"Medur (sistema d'entrega",
"model","account.account,name",3433,"S.e.t., sl",
"model","account.account,name",5602,"Esteve aparicio fite (qua",
"model","account.account,name",3434,"Esteve aparicio i fite (q",
"model","account.account,name",5603,"Fira de barcelona",
"model","account.account,name",3435,"Fira de barcelona",
"model","account.account,name",5604,"Bonsai advanced technolog",
"model","account.account,name",3436,"Bonsai advanced technolog",
"model","account.account,name",5605,"Bansabadell leasing, sa 4",
"model","account.account,name",3437,"Bansabadell leasing, sa 4",
"model","account.account,name",5606,"Moldes barcelona, sa",
"model","account.account,name",3438,"Moldes barcelona, sa",
"model","account.account,name",5607,"Sonowat,sl",
"model","account.account,name",3439,"Sonowat,sl",
"model","account.account,name",5608,"Maquinaria seana, sl",
"model","account.account,name",3440,"Maquinaria seana, sl",
"model","account.account,name",5609,"Desarrollos y comerc.de p",
"model","account.account,name",3441,"Desarrollos y comerc.de p",
"model","account.account,name",5610,"Profei, sl",
"model","account.account,name",3442,"Profei, sl",
"model","account.account,name",5611,"Isern cañadell (marcapape",
"model","account.account,name",3443,"Isern cañadell (marcapape",
"model","account.account,name",5612,"Proycotecme, sl",
"model","account.account,name",3444,"Proycotecme, sl",
"model","account.account,name",5613,"Wendt samedi,s.a.",
"model","account.account,name",3445,"Wendt samedi sa",
"model","account.account,name",5614,"Cuñado inoxidables,s.a.",
"model","account.account,name",3446,"Cuñado, sa",
"model","account.account,name",5615,"Ter montaña, sa",
"model","account.account,name",3447,"Ter montaña, sa",
"model","account.account,name",5616,"Crenam, s.c.p.",
"model","account.account,name",3448,"Crenam, s.c.p",
"model","account.account,name",5617,"Aluminios sande, sl",
"model","account.account,name",3449,"Aluminios sande, sl",
"model","account.account,name",5618,"Ralux, sa",
"model","account.account,name",3450,"Ralux,sa",
"model","account.account,name",5619,"Vilaplana i flamarich jau",
"model","account.account,name",3451,"Vilaplana i flamarich jau",
"model","account.account,name",5620,"Garsal tall.de joan garri",
"model","account.account,name",3452,"Garsal tall.de joan garri",
"model","account.account,name",5621,"Antoni miro fuguet",
"model","account.account,name",3453,"Antoni miro fuguet",
"model","account.account,name",5622,"Bws aduanas, s.l.",
"model","account.account,name",3454,"Bws aduanas, sl",
"model","account.account,name",5623,"Cambra oficial de comerc ",
"model","account.account,name",3455,"Cambra of.de comerc indus",
"model","account.account,name",5624,"Sistemes ofimatics del va",
"model","account.account,name",3456,"Sistemes ofimatics del va",
"model","account.account,name",5625,"Lunke españa, sa",
"model","account.account,name",3457,"Lunke españa, sa",
"model","account.account,name",5626,"Droby de francisco andreu",
"model","account.account,name",3458,"Droby de francisco andreu",
"model","account.account,name",5627,"Fundacio bosch i gimpera",
"model","account.account,name",3459,"Fundacio bosch i gimpera",
"model","account.account,name",5628,"Henkel iberica, sa",
"model","account.account,name",3460,"Henkel iberica, sa",
"model","account.account,name",5629,"Bansabadell leasing, sa 6",
"model","account.account,name",3461,"Bansabadell leasing, sa 6",
"model","account.account,name",5630,"Trans-alp casa de softwar",
"model","account.account,name",3462,"Trans-alp casa de softwar",
"model","account.account,name",5631,"Cristales opticos traserr",
"model","account.account,name",3463,"Cristales opticos traserr",
"model","account.account,name",5632,"Pedro moreno muñoz",
"model","account.account,name",3464,"Pedro moreno muñoz",
"model","account.account,name",5633,"Traitesa cataluña s.l.",
"model","account.account,name",3465,"Traitesa cataluña, sl",
"model","account.account,name",5634,"Coproqui,s.a.",
"model","account.account,name",3466,"Coproqui,s.a.",
"model","account.account,name",5635,"Hotel de deusto, sa",
"model","account.account,name",3467,"Hotel de deusto, sa",
"model","account.account,name",5636,"Full express, sl",
"model","account.account,name",3468,"Full express, s.l.",
"model","account.account,name",5637,"Grucer, sa",
"model","account.account,name",3469,"Grucer sa",
"model","account.account,name",5638,"Sarsa  motor sa",
"model","account.account,name",3470,"Sarsa motor sa",
"model","account.account,name",5639,"Constel,sl (consul.cat.te",
"model","account.account,name",3471,"Constel,sl (consul.cat.te",
"model","account.account,name",5640,"Motos ausio, sa",
"model","account.account,name",3472,"Motos ausio,sa",
"model","account.account,name",5641,"Suban, sa",
"model","account.account,name",3473,"Suban, sa",
"model","account.account,name",5642,"Sociedad de tasacion, sa",
"model","account.account,name",3474,"Sociedad de tasacion, sa",
"model","account.account,name",5643,"Cws españa, sa",
"model","account.account,name",3475,"Cws españa, sa",
"model","account.account,name",5644,"Barna conta, sl",
"model","account.account,name",3476,"Barna conta, sl",
"model","account.account,name",5645,"Elis manomatic, sa",
"model","account.account,name",3477,"Elis manomatic, sa",
"model","account.account,name",5646,"Blaupur, sl",
"model","account.account,name",3478,"Blaupur, sl",
"model","account.account,name",5647,"Divernet sl",
"model","account.account,name",3479,"Divernet, s.l.",
"model","account.account,name",5648,"Fabricacion de bisagras, ",
"model","account.account,name",3480,"Fabricacion de bisagras, ",
"model","account.account,name",5649,"Ebanisteria m.ruiz, sl",
"model","account.account,name",3481,"Ebanisteria m.ruiz, sl",
"model","account.account,name",5650,"Amidata, sa",
"model","account.account,name",3482,"Amidata, sa",
"model","account.account,name",5651,"Troe, sl",
"model","account.account,name",3483,"Troe, sl",
"model","account.account,name",5652,"Vall estudi d'enginyeria,",
"model","account.account,name",3484,"Vall estudi d'enginyeria,",
"model","account.account,name",5653,"T.santi-enrique s.a.",
"model","account.account,name",3485,"T.santi-enrique sa",
"model","account.account,name",5654,"Stick-metal, sl",
"model","account.account,name",3486,"Stick-metal, sl",
"model","account.account,name",5655,"Antiplagues de catalunya,",
"model","account.account,name",3487,"Antiplagues de catalunya,",
"model","account.account,name",5656,"Mudanzas el pato, sl",
"model","account.account,name",3488,"Mudanzas el pato, sl",
"model","account.account,name",5657,"Leica española,sa",
"model","account.account,name",3489,"Leica españa, sa",
"model","account.account,name",5658,"Mav talleres, sl",
"model","account.account,name",3490,"Mav talleres, sl",
"model","account.account,name",5659,"Garcia grau maquinaria, s",
"model","account.account,name",3491,"Garcia grau maquinaria, s",
"model","account.account,name",5660,"Flix rubio miquel (pintor",
"model","account.account,name",3492,"Flix rubio miquel (pintor",
"model","account.account,name",5661,"Ender, sa",
"model","account.account,name",3493,"Ender, sa",
"model","account.account,name",5662,"Subira motor, sa",
"model","account.account,name",3494,"Subira motor, sa",
"model","account.account,name",5663,"Comercial montextil, s.c.",
"model","account.account,name",3495,"Comercial montextil,scp",
"model","account.account,name",5664,"Tecfesa",
"model","account.account,name",3496,"Tecfesa",
"model","account.account,name",5665,"Comercial arrate, sa",
"model","account.account,name",3497,"Comercial arrate, sa",
"model","account.account,name",5666,"Lorenzo rodriguez c.b. (h",
"model","account.account,name",3498,"Lorenzo rodriguez c.b.(ho",
"model","account.account,name",5667,"Manufactura ind.del polie",
"model","account.account,name",3499,"Manufactura ind.del polie",
"model","account.account,name",5668,"Parcel valles, sa",
"model","account.account,name",3500,"Parcel valles, sa",
"model","account.account,name",5669,"Edon de julio de no",
"model","account.account,name",3501,"Edon de julio de no",
"model","account.account,name",5670,"Electro sel, sl",
"model","account.account,name",3502,"Iferca (electro sel, sl)",
"model","account.account,name",5671,"Ingenieria termica bilbao",
"model","account.account,name",3503,"Ingenieria termica bilbao",
"model","account.account,name",5672,"Metalugica eloy-grama, sl",
"model","account.account,name",3504,"Metalurgica eloy-grama, s",
"model","account.account,name",5673,"Asoin, sl",
"model","account.account,name",3505,"Asoin, sl",
"model","account.account,name",5674,"Dactil de ribes garolera",
"model","account.account,name",3506,"Dactil de d.ribes",
"model","account.account,name",5675,"Hotel casbah,sl",
"model","account.account,name",3507,"Hotel casbah, sl",
"model","account.account,name",5676,"Motorman, sa",
"model","account.account,name",3508,"Motorman, sa",
"model","account.account,name",5677,"Expert (radio tordera sl)",
"model","account.account,name",3509,"Expert (radio tordera, sl",
"model","account.account,name",5678,"Ap.el,sl (aplic.de la ele",
"model","account.account,name",3510,"Ap.el, sl (aplic.de la el",
"model","account.account,name",5679,"Boletin oficial del estad",
"model","account.account,name",3511,"Boletin oficial del estad",
"model","account.account,name",5680,"Crosas-arigao transports",
"model","account.account,name",3512,"Crosas-arigao transports",
"model","account.account,name",5681,"Ruben monclus y cia,s.r.c",
"model","account.account,name",3513,"Ruben monclus y cia,s.r.c",
"model","account.account,name",5682,"Aplisaba, sl",
"model","account.account,name",3514,"Aplisaba, sl",
"model","account.account,name",5683,"C & n construccions elect",
"model","account.account,name",3515,"C & n construccions elect",
"model","account.account,name",5684,"Especial.en trabajo temp.",
"model","account.account,name",3516,"Especial.en trabajo temp.",
"model","account.account,name",5685,"Metal-test, sl",
"model","account.account,name",3517,"Metal-test, sl",
"model","account.account,name",5686,"Deutsche bank, sa",
"model","account.account,name",3518,"Deutsche bank sa",
"model","account.account,name",5687,"Citroen-auto priorat, sl",
"model","account.account,name",3519,"Citroen-auto priorat, sl",
"model","account.account,name",5688,"B&p catalana  d'assessora",
"model","account.account,name",3520,"B&p catalana d'assessoram",
"model","account.account,name",5689,"Gemini difusion españa, s",
"model","account.account,name",3521,"Gemini difusion españa, s",
"model","account.account,name",5690,"Cintatex",
"model","account.account,name",3522,"Cintatex",
"model","account.account,name",5691,"Eines canela, s.a.",
"model","account.account,name",3523,"Eines canela, sa",
"model","account.account,name",5692,"Aurgi, sl",
"model","account.account,name",3524,"Aurgi, sl",
"model","account.account,name",5693,"Deyse limpiezas, sl",
"model","account.account,name",3525,"Deyse limpiezas,sl",
"model","account.account,name",5694,"Tubs casas, sl",
"model","account.account,name",3526,"Tubs casas, sl",
"model","account.account,name",5695,"Aeca (assess.energetica c",
"model","account.account,name",3527,"Aeca (assess.energetica c",
"model","account.account,name",5696,"Ferreteria condal, sa",
"model","account.account,name",3528,"Ferreteria condal, sa",
"model","account.account,name",5697,"Izasa, sa",
"model","account.account,name",3529,"Izasa, sa",
"model","account.account,name",5698,"Irusa caldereria, sa",
"model","account.account,name",3530,"Irusa caldereria, sa",
"model","account.account,name",5699,"Intermas nets, sa",
"model","account.account,name",3531,"Intermas nets, sa",
"model","account.account,name",5700,"Transportes gallastegui, ",
"model","account.account,name",3532,"Transportes gallastegui, ",
"model","account.account,name",5701,"Mrb engranajes, sa",
"model","account.account,name",3533,"Mrb engranajes, sa",
"model","account.account,name",5702,"Hotel riu olot",
"model","account.account,name",3534,"Hotel riu olot",
"model","account.account,name",5703,"Acro-perda, sl",
"model","account.account,name",3535,"Acro-perda, sl",
"model","account.account,name",5704,"Virgola ind., sl",
"model","account.account,name",3536,"Virgola ind.sl",
"model","account.account,name",5705,"Alcocer gimenez, s.l.",
"model","account.account,name",5706,"Signat, s.a.",
"model","account.account,name",5707,"Ofyme, sl",
"model","account.account,name",3537,"Ofyme, sl",
"model","account.account,name",5708,"Abis-gemago(manetas gonza",
"model","account.account,name",3538,"Abis-gemago(manetas gonza",
"model","account.account,name",5709,"Ikf españa,s.a.",
"model","account.account,name",3539,"Refract.y conc.ceramicos ",
"model","account.account,name",5710,"Xavier farell pastor",
"model","account.account,name",3540,"Xavier farell pastor",
"model","account.account,name",5711,"Hotel avenida de america,",
"model","account.account,name",3541,"Hotel avenida de america,",
"model","account.account,name",5712,"Spafrance, sl (francex)",
"model","account.account,name",3542,"Spafrance,sl (francex)",
"model","account.account,name",5713,"Houghton iberica,s.a.",
"model","account.account,name",3543,"Houghton iberica, s.a.",
"model","account.account,name",5714,"Mys montajes y servicios,",
"model","account.account,name",5715,"San mames de sobron elorz",
"model","account.account,name",3544,"San mames-sobron elorza j",
"model","account.account,name",5716,"Proquimia,s.a.",
"model","account.account,name",3545,"Proquimia,s.a.",
"model","account.account,name",5717,"Rubio-pubill gruaas, sl",
"model","account.account,name",3546,"Rubio-pubill gruas, sl",
"model","account.account,name",5718,"Socar talleres,sa",
"model","account.account,name",3547,"Socar talleres,sa",
"model","account.account,name",5719,"Tedenca, sl",
"model","account.account,name",5720,"Telefonica moviles españa",
"model","account.account,name",3548,"Telefonica moviles españa",
"model","account.account,name",5721,"Neotech valles, sl",
"model","account.account,name",5722,"Icict, sa",
"model","account.account,name",5723,"Hostal sabadell, sl",
"model","account.account,name",3549,"Hostal sabadell, sl",
"model","account.account,name",5724,"Pariente calahorro juan j",
"model","account.account,name",3550,"Pariente calahorro juan j",
"model","account.account,name",5725,"Dem,sl(disseny,estudi mec",
"model","account.account,name",3551,"Dem,sl(disseny,estudi mec",
"model","account.account,name",5726,"Gumatex sl (jumberca)",
"model","account.account,name",3552,"Gumatex sl (jumberca)",
"model","account.account,name",5727,"Bacsa (basculas y arcas c",
"model","account.account,name",3553,"Bacsa (basculas y arcas c",
"model","account.account,name",5728,"Grizzly hispania, s.l.",
"model","account.account,name",3554,"Grizzly hispania, s.l.",
"model","account.account,name",5729,"Torras daura antonio",
"model","account.account,name",3555,"Torras daura antonio",
"model","account.account,name",5730,"Jimenez invernon carlos",
"model","account.account,name",3556,"Jimenez invernon carlos",
"model","account.account,name",5731,"Aceros llobregat, sa",
"model","account.account,name",3557,"Aceros llobregat, sa",
"model","account.account,name",5732,"Maxi pc supermerc.informa",
"model","account.account,name",3558,"Maxi pc supermerc.informa",
"model","account.account,name",5733,"Deutsche bank, cont.08500",
"model","account.account,name",3559,"Deutsche bank, cont.08500",
"model","account.account,name",5734,"Pujadas gasulla joan",
"model","account.account,name",3560,"Pujadas gasulla joan",
"model","account.account,name",5735,"Tega, sl",
"model","account.account,name",3561,"Tega, sl",
"model","account.account,name",5736,"Ingenieria magnetica apli",
"model","account.account,name",3562,"Ingenieria magnetica apli",
"model","account.account,name",5737,"Cator, sa",
"model","account.account,name",3563,"Cator, sa",
"model","account.account,name",5738,"Ignitor de domingo ribera",
"model","account.account,name",3564,"Ignitor de domingo ribera",
"model","account.account,name",5739,"Subministres a obres i te",
"model","account.account,name",3565,"Subministres a obres i te",
"model","account.account,name",5740,"Catastur, sl",
"model","account.account,name",3566,"Catastur, sl",
"model","account.account,name",5741,"Sabadell clima, sl",
"model","account.account,name",3567,"Sabadell clima, sl",
"model","account.account,name",5742,"Fresmetal, sl",
"model","account.account,name",3568,"Fresmetal, sl",
"model","account.account,name",5743,"Afora, sa",
"model","account.account,name",3569,"Afora, sa",
"model","account.account,name",5744,"Rent-oil, sl",
"model","account.account,name",3570,"Rent-oil, sl",
"model","account.account,name",5745,"Equitrol-equipam.de contr",
"model","account.account,name",3571,"Equitrol-equipam.de contr",
"model","account.account,name",5746,"Futurmuntages,s.l.",
"model","account.account,name",5747,"Elhco (electroless hard c",
"model","account.account,name",3572,"Elhco (electroless hard c",
"model","account.account,name",5748,"Jose carreras vendrell",
"model","account.account,name",3573,"Jose carreras vendrell",
"model","account.account,name",5749,"Bansabadell leasing 17302",
"model","account.account,name",3574,"Bansabadell leasing 17302",
"model","account.account,name",5750,"Embragatges i derivats, s",
"model","account.account,name",3575,"Embragatges i derivats, s",
"model","account.account,name",5751,"Industrias electricas sol",
"model","account.account,name",3576,"Industrias electricas sol",
"model","account.account,name",5752,"Coniex, sa",
"model","account.account,name",3577,"Coniex, sa",
"model","account.account,name",5753,"Airinox extracciones, sl",
"model","account.account,name",3578,"Airinox extracciones, sl",
"model","account.account,name",5754,"Afilados industriales sor",
"model","account.account,name",5755,"Amitges, sl",
"model","account.account,name",3579,"Amitges, sl",
"model","account.account,name",5756,"Talleres rafa t.h., sl",
"model","account.account,name",3580,"Talleres rafa t.h., sl",
"model","account.account,name",5757,"Rentecnika iberica, sa",
"model","account.account,name",3581,"Rentecnika iberica,sa",
"model","account.account,name",5758,"Europcar i.b.,sa",
"model","account.account,name",3582,"Europcar i.b.,sa",
"model","account.account,name",5759,"Grupesa rubi, sl",
"model","account.account,name",3583,"Grupesa rubi, sl",
"model","account.account,name",5760,"Traditel",
"model","account.account,name",3584,"Traditel",
"model","account.account,name",5761,"Deutsche bank cont.085000",
"model","account.account,name",3585,"Deutsche bank conyt.98100",
"model","account.account,name",5762,"Transp.obiols-alsina domp",
"model","account.account,name",3586,"Transp.obiols-alsina domp",
"model","account.account,name",5763,"Apel,sl (aplic.de la elec",
"model","account.account,name",3587,"Apel,sl (apli.de la elect",
"model","account.account,name",5764,"Josep pujol, sl",
"model","account.account,name",3588,"Josep pujol, sl",
"model","account.account,name",5765,"Acces industrie españa, s",
"model","account.account,name",3589,"Acces industrie españa,sa",
"model","account.account,name",5766,"Ion, sa",
"model","account.account,name",3590,"Ion, sa",
"model","account.account,name",5767,"Instalaciones consola,sl",
"model","account.account,name",3591,"Instalaciones consola, sl",
"model","account.account,name",5768,"Biometa, sa",
"model","account.account,name",3592,"Biometa tecnologia y",
"model","account.account,name",5769,"D.b.carplan, s.a.",
"model","account.account,name",3593,"D.b.carplan, s.a.",
"model","account.account,name",5770,"Stp bacsa, sl",
"model","account.account,name",3594,"Stp bacsa, sl",
"model","account.account,name",5771,"Euroviruta,sl",
"model","account.account,name",3595,"Euroviruta,sl",
"model","account.account,name",5772,"Gotac talleres, sl",
"model","account.account,name",3596,"Gotac talleres, sl",
"model","account.account,name",5773,"Quality chemicals,s.l.",
"model","account.account,name",3597,"Quality chemicals, s.l.",
"model","account.account,name",5774,"Iberica actualidad tecnol",
"model","account.account,name",3598,"Iberica actualidad tecnol",
"model","account.account,name",5775,"Universal prev.y salud,sd",
"model","account.account,name",3599,"Universal prev.y salud,sd",
"model","account.account,name",5776,"Derivados del buen gusto,",
"model","account.account,name",3600,"Derivados del buen gusto,",
"model","account.account,name",5777,"Gestio i edicio de mitjan",
"model","account.account,name",3601,"Gestio i edicio de mitjan",
"model","account.account,name",5778,"Comercial dyser, s.l.",
"model","account.account,name",3602,"Comercial dyser,sl",
"model","account.account,name",5779,"Industrias bosch,s.a.",
"model","account.account,name",5780,"Electro-durocrom, sl",
"model","account.account,name",3603,"Electro-durocrom, sl",
"model","account.account,name",5781,"M.r.flotats-robles flotat",
"model","account.account,name",3604,"M.r.flotats-robles flotat",
"model","account.account,name",5782,"Vilalta oliva tomas ",
"model","account.account,name",3605,"Vilalta oliva tomas (estu",
"model","account.account,name",5783,"Frame mecanizados, sl",
"model","account.account,name",3606,"Mecanizados frame, sl",
"model","account.account,name",5784,"Joaquim vives alvarez (tr",
"model","account.account,name",3607,"Joquim vives alvarez (tra",
"model","account.account,name",5785,"Hejar,sa",
"model","account.account,name",3608,"Hejar,sa",
"model","account.account,name",5786,"Hot tecnicas en hornos, s",
"model","account.account,name",3609,"Hot tecnicas en hornos, s",
"model","account.account,name",5787,"Mecman industrial, s.l.",
"model","account.account,name",3610,"Mecman industrial, sl",
"model","account.account,name",5788,"Orange france telecom esp",
"model","account.account,name",3611,"Orange france telecom esp",
"model","account.account,name",5789,"Centradi de murcia, sl",
"model","account.account,name",3612,"Centradi de murcia, sl",
"model","account.account,name",5790,"Ono s.a.u.",
"model","account.account,name",3613,"Ono cableuropa s.a.u.",
"model","account.account,name",5791,"Javier sistac lleida",
"model","account.account,name",3614,"Javier sistac lleida",
"model","account.account,name",5792,"Campbelt, sa",
"model","account.account,name",3615,"Campbelt, sa",
"model","account.account,name",5793,"Arrow iberia,s.l.u.",
"model","account.account,name",3616,"Arrow-iberia electronica ",
"model","account.account,name",5794,"Sanjo estampaciones, sa",
"model","account.account,name",3617,"Sanjo estampaciones, sa",
"model","account.account,name",5795,"Construciones t.j.j., scp",
"model","account.account,name",3618,"Construccciones t.j.j., s",
"model","account.account,name",5796,"Aimme(instituto tecn.meta",
"model","account.account,name",3619,"Aimme(instituto tecn.meta",
"model","account.account,name",5797,"Cadersa (cadenas y deriva",
"model","account.account,name",3620,"Cadersa (cadena y derivad",
"model","account.account,name",5798,"Brokermet,s.l.",
"model","account.account,name",3621,"Brokermet, sl",
"model","account.account,name",5799,"Staler, s.a.",
"model","account.account,name",3622,"Staler sa",
"model","account.account,name",5800,"Mutua universal mugenat-s",
"model","account.account,name",3623,"Mutua universal mugenat-s",
"model","account.account,name",5801,"Caixes de cartro ma-jo,sl",
"model","account.account,name",3624,"Caixes de cartro ma-jo,sl",
"model","account.account,name",5802,"Tratamientos termicos cat",
"model","account.account,name",3625,"Tratamientos termicos cat",
"model","account.account,name",5803,"Blitz europa, sa",
"model","account.account,name",3626,"Blitz hispania, sa",
"model","account.account,name",5804,"Ctm-centre tecnologic man",
"model","account.account,name",3627,"Ctm-centre tecnologic man",
"model","account.account,name",5805,"Aimen-asociacion inv.meta",
"model","account.account,name",3628,"Aimen-asocia.inv.metalur.",
"model","account.account,name",5806,"Hotel avenida de españa,s",
"model","account.account,name",3629,"Hotel avenida de españa,s",
"model","account.account,name",5807,"Iberfluid instruments, sa",
"model","account.account,name",3630,"Iberfluid instruments, sa",
"model","account.account,name",5808,"Marmoles sabadell de j.ro",
"model","account.account,name",3631,"Marmoles sabadell de j.ro",
"model","account.account,name",5809,"Vallet fusters, sl",
"model","account.account,name",3632,"Vallet fusters, sl",
"model","account.account,name",5810,"Argemi forja i cercles, s",
"model","account.account,name",3633,"Argemi forja i cercles, s",
"model","account.account,name",5811,"Deutsche bank 0850010654",
"model","account.account,name",3634,"Deutsche bank 0850010654",
"model","account.account,name",5812,"Retevision, sa",
"model","account.account,name",3635,"Retevision, sa",
"model","account.account,name",5813,"Alju, sl",
"model","account.account,name",3636,"Alju, sl",
"model","account.account,name",5814,"Marpa de fco.martinez sal",
"model","account.account,name",3637,"Marpa de fco.martinez sal",
"model","account.account,name",5815,"Protecta, sa",
"model","account.account,name",3638,"Protecta, sa",
"model","account.account,name",5816,"Superwagen, sa",
"model","account.account,name",3639,"Superwagen, sa",
"model","account.account,name",5817,"Daba, sa",
"model","account.account,name",3640,"Daba, sa",
"model","account.account,name",5818,"Institut catala de tecnol",
"model","account.account,name",3641,"Institut catala de tecnol",
"model","account.account,name",5819,"Art rotari, sl",
"model","account.account,name",3642,"Art rotari, sl",
"model","account.account,name",5820,"Servibal s.coop.",
"model","account.account,name",3643,"Servibal s.coop.",
"model","account.account,name",5821,"Kaiser+kraft, s.a.",
"model","account.account,name",3644,"Kaiser + kraft sa",
"model","account.account,name",5822,"Cuines emporda",
"model","account.account,name",3645,"Cuines emporda",
"model","account.account,name",5823,"Nuria meca meca",
"model","account.account,name",3646,"Nuria meca meca",
"model","account.account,name",5824,"Cipe españa, sa",
"model","account.account,name",3647,"Cipe españa, sa",
"model","account.account,name",5825,"Vilardell purti, sa",
"model","account.account,name",3648,"Vilardell purti, sa",
"model","account.account,name",5826,"Transportes cantabros men",
"model","account.account,name",3649,"Transportes cantabros men",
"model","account.account,name",5827,"Saidef iberica, sl",
"model","account.account,name",3650,"Saidef iberica, sl",
"model","account.account,name",5828,"Danzas, sa",
"model","account.account,name",3651,"Danzas, sa",
"model","account.account,name",5829,"Abcisa prevencion, sl",
"model","account.account,name",3652,"Abcisa prevencion, sl",
"model","account.account,name",5830,"La llar d'obon mercader, ",
"model","account.account,name",3653,"La llar d'obon mercader, ",
"model","account.account,name",5831,"Cofesa asesores sl",
"model","account.account,name",3654,"Cofesa asesores, sl",
"model","account.account,name",5832,"Persianas sabadell, sl",
"model","account.account,name",3655,"Persianas sabadell, sl",
"model","account.account,name",5833,"Canudas vall salvador",
"model","account.account,name",3656,"Canudas vall salvador",
"model","account.account,name",5834,"Larrosa cerrajeria y alum",
"model","account.account,name",3657,"Larrosa cerrajeria y alum",
"model","account.account,name",5835,"Abrasinter, s.l.",
"model","account.account,name",3658,"Abrasinter, s.l.",
"model","account.account,name",5836,"Bohler uddeholm iberica, ",
"model","account.account,name",3659,"Bohler uddeholm iberica, ",
"model","account.account,name",5837,"Bansabadell leasing efc,s",
"model","account.account,name",3660,"Bansabadell leasing efc,s",
"model","account.account,name",5838,"Energon,s.l.",
"model","account.account,name",5839,"B&c residuos y serv.int.d",
"model","account.account,name",3661,"B&c residuos y serv.int.d",
"model","account.account,name",5840,"Hotel ciudad de vigo,5",
"model","account.account,name",3662,"Hotel ciudad de vigo,sl",
"model","account.account,name",5841,"Tele2 telecommunic.servic",
"model","account.account,name",3663,"Tele2  telecommunic.servi",
"model","account.account,name",5842,"Bonavista",
"model","account.account,name",3664,"Bonavista",
"model","account.account,name",5843,"Mold system, sl",
"model","account.account,name",3665,"Mold system, sl",
"model","account.account,name",5844,"Miguel guimera diaz (ins-",
"model","account.account,name",3666,"Miguel guimera diaz (ins-",
"model","account.account,name",5845,"Fusteria pere ferrer marf",
"model","account.account,name",3667,"Fusteria pere ferrer marf",
"model","account.account,name",5846,"Arbeloa legaz antonio",
"model","account.account,name",3668,"Arbeloa legaz antonio",
"model","account.account,name",5847,"Alravasa, sa",
"model","account.account,name",5848,"Notaria de javier mico gi",
"model","account.account,name",3669,"Notaria de javier mico gi",
"model","account.account,name",5849,"Evaristo riera sa",
"model","account.account,name",3670,"Evaristo riera sa",
"model","account.account,name",5850,"Ecofandos, sl",
"model","account.account,name",3671,"Ecofandos, sl",
"model","account.account,name",5851,"Institut catala de form.c",
"model","account.account,name",3672,"Institut catala de form.c",
"model","account.account,name",5852,"Aias ",
"model","account.account,name",3673,"Aias",
"model","account.account,name",5853,"Flexinox, sa",
"model","account.account,name",3674,"Flexinox, sa",
"model","account.account,name",5854,"Figuerola (nous projectes",
